"","Uniprot.Name","Gene"
"10995","YI004","UNQ6494/PRO21346"
"10996","YS001","UNQ6493/PRO21345"
"10997","CL19A","CLEC19A"
"10998","CASPC","CASP12"
"10999","ALKL1","ALKAL1"
"11000","ABH15","ABHD15"
"11001","YS002","UNQ9165/PRO28630"
"11002","GSG1L","GSG1L"
"11003","TMM92","TMEM92"
"11004","GFRAL","GFRAL"
"11005","IZUM2","IZUMO2"
"11006","YV010","UNQ6126/PRO20091"
"11007","MIC27","APOOL"
"11008","ITIH6","ITIH6"
"11009","RSPO2","RSPO2"
"11010","BI2L2","BAIAP2L2"
"11011","TMC5","TMC5"
"11012","TMIG1","TMIGD1"
"11013","CLM5","CD300LD"
"11014","UNC5D","UNC5D"
"11015","LRC31","LRRC31"
"11016","CEA20","CEACAM20"
"11017","DLK2","DLK2"
"11018","YB003","UNQ5830/PRO19650/PRO19816"
"11019","ATL4","ADAMTSL4"
"11020","LIGO4","LINGO4"
"11021","PATE2","PATE2"
"11022","LEU7","DLEU7"
"11023","FAT4","FAT4"
"11024","CP26C","CYP26C1"
"11025","PCD23","DCHS2"
"11026","DPP8","DPP8"
"11027","CF299","CFAP299"
"11028","ZN562","ZNF562"
"11029","KSR2","KSR2"
"11030","FX4L3","FOXD4L3"
"11031","WASH2","WASH2P"
"11032","MCAF1","ATF7IP"
"11033","RBP10","RANBP10"
"11034","AP2E","TFAP2E"
"11035","NHLC1","NHLRC1"
"11036","CP2R1","CYP2R1"
"11037","PACS1","PACS1"
"11038","DPPA3","DPPA3"
"11039","BCOR","BCOR"
"11040","CD011","LINC00575"
"11041","GDPD4","GDPD4"
"11042","MUC6","MUC6"
"11043","NPSR1","NPSR1"
"11044","RAD9B","RAD9B"
"11045","MPRIP","MPRIP"
"11046","RFIP1","RAB11FIP1"
"11047","CRDL2","CHRDL2"
"11048","HEPN1","HEPN1"
"11049","IGS10","IGSF10"
"11050","ZY11A","ZYG11A"
"11051","CL054","C12orf54"
"11052","SOSD1","SOSTDC1"
"11053","NSMF","NSMF"
"11054","ZPBP2","ZPBP2"
"11055","FBW12","FBXW12"
"11056","YA011","PP632"
"11057","ASCL4","ASCL4"
"11058","RBMS3","RBMS3"
"11059","SG1D4","SCGB1D4"
"11060","CSC2A","CASC2"
"11061","RPTN","RPTN"
"11062","TPTE2","TPTE2"
"11063","PNCB","NAPRT"
"11064","ZNT10","SLC30A10"
"11065","DUSTY","DSTYK"
"11066","CU024","LINC00114"
"11067","LBX2","LBX2"
"11068","SYT10","SYT10"
"11069","LIPI","LIPI"
"11070","DNMBP","DNMBP"
"11071","HACD2","HACD2"
"11072","B3GLT","B3GLCT"
"11073","DJC14","DNAJC14"
"11074","GGYF2","GIGYF2"
"11075","S36A4","SLC36A4"
"11076","CX6B2","COX6B2"
"11077","CD109","CD109"
"11078","THADA","THADA"
"11079","TMM64","TMEM64"
"11080","Q6YL49","ENSG00000276565"
"11081","HSDL2","HSDL2"
"11082","KAT3","KYAT3"
"11083","B3GN6","B3GNT6"
"11084","T184A","TMEM184A"
"11085","SIG15","SIGLEC15"
"11086","SPNS3","SPNS3"
"11087","CERS6","CERS6"
"11088","S39A5","SLC39A5"
"11089","PPR21","PPP1R21"
"11090","GLDN","GLDN"
"11091","SCAR5","SCARA5"
"11092","IL34","IL34"
"11093","CYHR1","CYHR1"
"11094","ATL5","ADAMTSL5"
"11095","PZRN4","PDZRN4"
"11096","CCNI2","CCNI2"
"11097","THSD4","THSD4"
"11098","LMTK1","AATK"
"11099","LDH6A","LDHAL6A"
"11100","TM11A","TMPRSS11A"
"11101","ZN852","ZNF852"
"11102","ZN783","ZNF783"
"11103","STAC2","STAC2"
"11104","KDM7A","KDM7A"
"11105","DTHD1","DTHD1"
"11106","C3P1","C3P1"
"11107","TRI72","TRIM72"
"11108","P4R3C","PPP4R3C"
"11109","LEKR1","LEKR1"
"11110","ZN730","ZNF730"
"11111","KIF6","KIF6"
"11112","ZN782","ZNF782"
"11113","EMAL6","EML6"
"11114","SPOC1","SPOCD1"
"11115","WDR88","WDR88"
"11116","ZN517","ZNF517"
"11117","RN19B","RNF19B"
"11118","SYNE3","SYNE3"
"11119","MASTR","MAMSTR"
"11120","CU136","LINC00322"
"11121","MEX3B","MEX3B"
"11122","ZN813","ZNF813"
"11123","ZNF66","ZNF66"
"11124","ZN793","ZNF793"
"11125","M3K15","MAP3K15"
"11126","LN28B","LIN28B"
"11127","AEBP2","AEBP2"
"11128","ZN841","ZNF841"
"11129","MACC1","MACC1"
"11130","BNC2","BNC2"
"11131","ETV3L","ETV3L"
"11132","UNC5A","UNC5A"
"11133","DEFI8","DEF8"
"11134","ZN574","ZNF574"
"11135","ZFP2","ZFP2"
"11136","GBP6","GBP6"
"11137","D19P2","DPY19L2P2"
"11138","Z705A","ZNF705A"
"11139","CCD81","CCDC81"
"11140","DUTL","-"
"11141","ZN836","ZNF836"
"11142","RN111","RNF111"
"11143","FRRS1","FRRS1"
"11144","TRC2L","-"
"11145","NFXL1","NFXL1"
"11146","ALKMO","AGMO"
"11147","ZN704","ZNF704"
"11148","MBOA1","MBOAT1"
"11149","BAKOR","ATG14"
"11150","RUFY4","RUFY4"
"11151","ACP7","ACP7"
"11152","ZN620","ZNF620"
"11153","ZN600","ZNF600"
"11154","DBX2","DBX2"
"11155","KRBA2","KRBA2"
"11156","ZN497","ZNF497"
"11157","GCNT7","GCNT7"
"11158","NBEL2","NBEAL2"
"11159","TIFAB","TIFAB"
"11160","FGD5","FGD5"
"11161","TEX43","TEX43"
"11162","LRC69","LRRC69"
"11163","TMM91","TMEM91"
"11164","GDPP1","GDPGP1"
"11165","SHLD3","SHLD3"
"11166","RBM44","RBM44"
"11167","LAAT1","SLC66A1"
"11168","BICL1","BICDL1"
"11169","ATPUN","ATP11AUN"
"11170","TM182","TMEM182"
"11171","CC141","CCDC141"
"11172","CP047","C16orf47"
"11173","YS039","-"
"11174","SDIM1","SDIM1"
"11175","DG2L6","DGAT2L6"
"11176","D19L3","DPY19L3"
"11177","FOXI2","FOXI2"
"11178","SO4C1","SLCO4C1"
"11179","S31D1","SPATA31D1"
"11180","WDR87","WDR87"
"11181","CFA77","CFAP77"
"11182","YD023","-"
"11183","YJ013","-"
"11184","ZN788","ZNF788P"
"11185","I23O2","IDO2"
"11186","LIAT1","LIAT1"
"11187","LR74B","LRRC74B"
"11188","GADL1","GADL1"
"11189","YO026","-"
"11190","YU004","-"
"11191","DYH12","DNAH12"
"11192","PKHG7","PLEKHG7"
"11193","ZN493","ZNF493"
"11194","YN009","-"
"11195","RTL4","RTL4"
"11196","CQ107","C17orf107"
"11197","CD050","C4orf50"
"11198","ZN818","ZNF818P"
"11199","RN207","RNF207"
"11200","YQ015","-"
"11201","CTSRG","CATSPERG"
"11202","OTOG","OTOG"
"11203","CO039","C15orf39"
"11204","RHG36","ARHGAP36"
"11205","CCD73","CCDC73"
"11206","YG024","-"
"11207","YP029","-"
"11208","PR23C","PRR23C"
"11209","YD019","-"
"11210","QSOX2","QSOX2"
"11211","MMS22","MMS22L"
"11212","TLCD5","TLCD5"
"11213","LRRC9","LRRC9"
"11214","SRCAP","SRCAP"
"11215","ITPI1","ITPRID1"
"11216","PR23B","PRR23B"
"11217","YQ032","-"
"11218","FA83H","FAM83H"
"11219","CC074","LINC00696"
"11220","YL004","-"
"11221","RBPS2","RBPMS2"
"11222","CI047","C9orf47"
"11223","DMP46","DNM1P46"
"11224","CL17A","CLEC17A"
"11225","RINL","RINL"
"11226","RIPR1","RIPOR1"
"11227","ZN662","ZNF662"
"11228","NBEL1","NBEAL1"
"11229","YF009","-"
"11230","YQ050","-"
"11231","YF013","-"
"11232","COLC1","COLCA1"
"11233","PEAK3","PEAK3"
"11234","WDFY4","WDFY4"
"11235","R9BP","RGS9BP"
"11236","GLPK5","GK5"
"11237","YD022","-"
"11238","CA229","C1orf229"
"11239","LRC55","LRRC55"
"11240","YS025","-"
"11241","CB046","LINC00299"
"11242","ZBT49","ZBTB49"
"11243","RBM43","RBM43"
"11244","RN165","RNF165"
"11245","INSY2","INSYN2A"
"11246","CAN12","CAPN12"
"11247","CA122","C1orf122"
"11248","SHSA6","SHISA6"
"11249","NTAS1","NTM-AS1"
"11250","MOT12","SLC16A12"
"11251","YI023","-"
"11252","YO027","-"
"11253","YP007","-"
"11254","YJ005","-"
"11255","ZN621","ZNF621"
"11256","MFSD6","MFSD6"
"11257","COLDT","COL25A1-DT"
"11258","LCNL1","LCNL1"
"11259","C2G1P","CYP2G1P"
"11260","YF010","-"
"11261","PPR3F","PPP1R3F"
"11262","ARHGI","ARHGEF18"
"11263","TSH1","TSHZ1"
"11264","TBCD9","TBC1D9"
"11265","UBR3","UBR3"
"11266","TMPPE","TMPPE"
"11267","FA43B","FAM43B"
"11268","BGIN","BARGIN"
"11269","ZN826","ZNF826P"
"11270","S2548","SLC25A48"
"11271","TTLL7","TTLL7"
"11272","TRI67","TRIM67"
"11273","ZN833","ZNF833P"
"11274","YT009","-"
"11275","YK032","-"
"11276","RFLA","RFLNA"
"11277","YP015","-"
"11278","AN13D","ANKRD13D"
"11279","RASF6","RASSF6"
"11280","CDHR3","CDHR3"
"11281","CFA47","CFAP47"
"11282","ZNFDT","ZNF516-DT"
"11283","CBAR2","CIBAR2"
"11284","E400N","EP400P1"
"11285","TPGS1","TPGS1"
"11286","CG065","C7orf65"
"11287","MSD1","MSANTD1"
"11288","SEP14","SEPTIN14"
"11289","CRACD","CRACD"
"11290","CL20A","CLEC20A"
"11291","K0408","KIAA0408"
"11292","CFA65","CFAP65"
"11293","UBN2","UBN2"
"11294","BEND4","BEND4"
"11295","F205A","FAM205A"
"11296","CE128","CEP128"
"11297","MROH5","MROH5"
"11298","S31D4","SPATA31D4"
"11299","S31E1","SPATA31E1"
"11300","NC336","LINC00336"
"11301","YC006","-"
"11302","TPRG1","TPRG1"
"11303","CC062","C3orf62"
"11304","BCAP","PIK3AP1"
"11305","TMM26","TMEM26"
"11306","CH086","C8orf86"
"11307","RHG27","ARHGAP27"
"11308","CC121","CCDC121"
"11309","CC149","CCDC149"
"11310","NKAP1","NKAPD1"
"11311","FRMD7","FRMD7"
"11312","YL014","-"
"11313","CCD9B","CCDC9B"
"11314","DEN5B","DENND5B"
"11315","FOXNB","FOXL2NB"
"11316","BACHL","ACOT7L"
"11317","TGRM2","TOGARAM2"
"11318","LHPL2","LHFPL2"
"11319","PLPL7","PNPLA7"
"11320","RFX8","RFX8"
"11321","CV034","C22orf34"
"11322","YL023","LINC00173"
"11323","FA47E","FAM47E"
"11324","LANC3","LANCL3"
"11325","FGD6","FGD6"
"11326","CI139","C9orf139"
"11327","CB091","C2orf91"
"11328","SH2D5","SH2D5"
"11329","NYAP1","NYAP1"
"11330","STOX1","STOX1"
"11331","PHLP2","PHLPP2"
"11332","GOT1A","GOLT1A"
"11333","GRIN3","GPRIN3"
"11334","YK004","-"
"11335","ESPNL","ESPNL"
"11336","T179A","TMEM179"
"11337","NUD18","NUDT18"
"11338","K154L","KIAA1549L"
"11339","YP033","-"
"11340","TM1L2","TOM1L2"
"11341","SEML","SEM1"
"11342","RGMC","HJV"
"11343","YS045","-"
"11344","F183B","FAM183BP"
"11345","TTL10","TTLL10"
"11346","CF20D","CFAP20DC"
"11347","YK022","-"
"11348","I17EL","IL17REL"
"11349","FBX50","NCCRP1"
"11350","PAQR9","PAQR9"
"11351","ASB18","ASB18"
"11352","PTHD4","PTCHD4"
"11353","CP086","C16orf86"
"11354","SYDE1","SYDE1"
"11355","MICLK","MICALCL"
"11356","PAXI1","PAXIP1"
"11357","BBS12","BBS12"
"11358","ANKS3","ANKS3"
"11359","KCTD8","KCTD8"
"11360","YS043","-"
"11361","PKHM3","PLEKHM3"
"11362","NEK10","NEK10"
"11363","RFPLB","RFPL4B"
"11364","STXB4","STXBP4"
"11365","KCP","KCP"
"11366","RHEX","RHEX"
"11367","TM11F","TMPRSS11F"
"11368","CP4V2","CYP4V2"
"11369","MBOA2","MBOAT2"
"11370","TMTC3","TMTC3"
"11371","TF2H5","GTF2H5"
"11372","KRA55","KRTAP5-5"
"11373","KRA52","KRTAP5-2"
"11374","XIRP1","XIRP1"
"11375","VP13C","VPS13C"
"11376","ACD11","ACAD11"
"11377","UBP49","USP49"
"11378","UBP34","USP34"
"11379","UBP30","USP30"
"11380","UBP31","USP31"
"11381","RAPH1","RAPH1"
"11382","UBP53","USP53"
"11383","UBP51","USP51"
"11384","UBP54","USP54"
"11385","UBP45","USP45"
"11386","UBP50","USP50"
"11387","UBP43","USP43"
"11388","SAMC","SLC25A26"
"11389","MOB2","MOB2"
"11390","MOB3C","MOB3C"
"11391","UN13D","UNC13D"
"11392","CHSS3","CHSY3"
"11393","CR3L2","CREB3L2"
"11394","IKIP","IKBIP"
"11395","ZN365","ZNF365"
"11396","PREX2","PREX2"
"11397","5HT3D","HTR3D"
"11398","F10C1","FRA10AC1"
"11399","CEFIP","CEFIP"
"11400","UB2R2","UBE2R2"
"11401","CYS1","CYS1"
"11402","KCTD1","KCTD1"
"11403","AHSA2","AHSA2P"
"11404","H32","H3C13"
"11405","CENPU","CENPU"
"11406","MD13L","MED13L"
"11407","LCA10","LCA10"
"11408","ILDR2","ILDR2"
"11409","Q71RC1","ENSG00000267954"
"11410","LARP4","LARP4"
"11411","SMIM5","SMIM5"
"11412","TMUB2","TMUB2"
"11413","YH006","FP248"
"11414","TLC3B","TLCD3B"
"11415","NCKX5","SLC24A5"
"11416","MED25","MED25"
"11417","TBA1A","TUBA1A"
"11418","H2AV","H2AZ2"
"11419","RS27L","RPS27L"
"11420","YG027","-"
"11421","FKB9L","FKBP9P1"
"11422","ZN767","ZNF767P"
"11423","HAKAI","CBLL1"
"11424","FBN3","FBN3"
"11425","MIRH1","MIR17HG"
"11426","INT8","INTS8"
"11427","PGAP1","PGAP1"
"11428","ANO5","ANO5"
"11429","GARE2","GAREM2"
"11430","H1FNT","H1-7"
"11431","UTS2B","UTS2B"
"11432","MTSS2","MTSS2"
"11433","BRNP3","BRINP3"
"11434","S35D2","SLC35D2"
"11435","NOL8","NOL8"
"11436","PDZD4","PDZD4"
"11437","SSH2","SSH2"
"11438","SPERI","SPATC1"
"11439","B4GN4","B4GALNT4"
"11440","ZN534","ZNF534"
"11441","ASXL2","ASXL2"
"11442","ATS13","ADAMTS13"
"11443","CCD80","CCDC80"
"11444","ERN2","ERN2"
"11445","CEP68","CEP68"
"11446","HECW1","HECW1"
"11447","KNDC1","KNDC1"
"11448","BT2A1","BTN2A1"
"11449","SPT6H","SUPT6H"
"11450","SND1","SND1"
"11451","MARK2","MARK2"
"11452","COX15","COX15"
"11453","DDX46","DDX46"
"11454","RUFY3","RUFY3"
"11455","SV2A","SV2A"
"11456","YA043","-"
"11457","RHOU","RHOU"
"11458","RNF44","RNF44"
"11459","TRIL","TRIL"
"11460","ERIP6","ERICH6"
"11461","TM10C","TRMT10C"
"11462","DPPA4","DPPA4"
"11463","SV2B","SV2B"
"11464","BZW1","BZW1"
"11465","CHST9","CHST9"
"11466","NB5R4","CYB5R4"
"11467","MON1B","MON1B"
"11468","LRC8D","LRRC8D"
"11469","ABHDD","ABHD13"
"11470","ASGL1","ASRGL1"
"11471","KCTD9","KCTD9"
"11472","DHX30","DHX30"
"11473","EIF3M","EIF3M"
"11474","MEPCE","MEPCE"
"11475","TEDC2","TEDC2"
"11476","ZN765","ZNF765"
"11477","CENPQ","CENPQ"
"11478","ARMX2","ARMCX2"
"11479","CD37L","CDC37L1"
"11480","ZN771","ZNF771"
"11481","SYPM","PARS2"
"11482","BOP","RTL10"
"11483","MIGA2","MIGA2"
"11484","RSRC2","RSRC2"
"11485","BEND5","BEND5"
"11486","ARMX6","ARMCX6"
"11487","FCRLA","FCRLA"
"11488","RRAGA","RRAGA"
"11489","CYFP1","CYFIP1"
"11490","MCM10","MCM10"
"11491","DOK3","DOK3"
"11492","NDUF7","NDUFAF7"
"11493","F214B","FAM214B"
"11494","FA2H","FA2H"
"11495","GET4","GET4"
"11496","GDPD3","GDPD3"
"11497","CSN6","COPS6"
"11498","PCAT2","LPCAT2"
"11499","ENOF1","ENOSF1"
"11500","DET1","DET1"
"11501","MAEA","MAEA"
"11502","G2E3","G2E3"
"11503","EPMIP","EPM2AIP1"
"11504","H2A3","H2AW"
"11505","DHX32","DHX32"
"11506","TAOK1","TAOK1"
"11507","RFIP2","RAB11FIP2"
"11508","VASH1","VASH1"
"11509","SYT13","SYT13"
"11510","3BP5L","SH3BP5L"
"11511","FAKD5","FASTKD5"
"11512","OTU6A","OTUD6A"
"11513","DPH6","DPH6"
"11514","ZN627","ZNF627"
"11515","LIGO2","LINGO2"
"11516","EEPD1","EEPD1"
"11517","MOB1B","MOB1B"
"11518","KDM3B","KDM3B"
"11519","S26A9","SLC26A9"
"11520","CHM1B","CHMP1B"
"11521","ARC","ARC"
"11522","GRP2","RASGRP2"
"11523","CXXC5","CXXC5"
"11524","CHSTF","CHST15"
"11525","RIR2B","RRM2B"
"11526","HS2ST","HS2ST1"
"11527","CHST3","CHST3"
"11528","SHF","SHF"
"11529","OTOP1","OTOP1"
"11530","STRAA","STRADA"
"11531","NIPA1","NIPA1"
"11532","MICA3","MICAL3"
"11533","NLRP9","NLRP9"
"11534","NLRC3","NLRC3"
"11535","T2R42","TAS2R42"
"11536","BHA15","BHLHA15"
"11537","PTF1A","PTF1A"
"11538","OTOP3","OTOP3"
"11539","OTOP2","OTOP2"
"11540","K2C74","KRT74"
"11541","DYM","DYM"
"11542","SSX9","SSX9P"
"11543","SSX8","SSX8P"
"11544","SSX7","SSX7"
"11545","SSX6","SSX6P"
"11546","S29A4","SLC29A4"
"11547","TCF24","TCF24"
"11548","TCF23","TCF23"
"11549","OLIG3","OLIG3"
"11550","BHA09","BHLHA9"
"11551","ASCL5","ASCL5"
"11552","SCX","SCX"
"11553","STRC","STRC"
"11554","PHF5A","PHF5A"
"11555","GSTA5","GSTA5"
"11556","ZN367","ZNF367"
"11557","PXL2C","PRXL2C"
"11558","OTOAN","OTOA"
"11559","TS1R3","TAS1R3"
"11560","TS1R1","TAS1R1"
"11561","CTSR4","CATSPER4"
"11562","MOT14","SLC16A14"
"11563","MOT13","SLC16A13"
"11564","MOT9","SLC16A9"
"11565","PRS45","PRSS45P"
"11566","PRS48","PRSS48"
"11567","OVCH1","OVCH1"
"11568","TMPS7","TMPRSS7"
"11569","PRS41","PRSS41"
"11570","OVCH2","OVCH2"
"11571","U17L1","USP17L1"
"11572","PLPR4","PLPPR4"
"11573","APTX","APTX"
"11574","ZN720","ZNF720"
"11575","H2BWT","H2BW1"
"11576","S36A1","SLC36A1"
"11577","ERMP1","ERMP1"
"11578","GRIN1","GPRIN1"
"11579","LRR70","LRRC70"
"11580","SSAS1","SSBP3-AS1"
"11581","TRM1L","TRMT1L"
"11582","TNT","C16orf82"
"11583","ZCCHV","ZC3HAV1"
"11584","TRPM8","TRPM8"
"11585","RM21","MRPL21"
"11586","PCLI1","PID1"
"11587","PAGE2","PAGE2"
"11588","NRK","NRK"
"11589","GVIN1","GVINP1"
"11590","TICRR","TICRR"
"11591","EFL1","EFL1"
"11592","MAMC2","MAMDC2"
"11593","F122B","FAM122B"
"11594","SETX","SETX"
"11595","ZN551","ZNF551"
"11596","HDX","HDX"
"11597","D19L4","DPY19L4"
"11598","TPC11","TRAPPC11"
"11599","ZN550","ZNF550"
"11600","SIM15","SMIM15"
"11601","NEGR1","NEGR1"
"11602","KANL1","KANSL1"
"11603","NUP54","NUP54"
"11604","ATG9A","ATG9A"
"11605","LYSM3","LYSMD3"
"11606","GLUCM","DGLUCY"
"11607","PARPT","TIPARP"
"11608","CC186","CCDC186"
"11609","ARMC9","ARMC9"
"11610","GP155","GPR155"
"11611","PRIC2","PRICKLE2"
"11612","PANKY","ANKRD33"
"11613","SAMD7","SAMD7"
"11614","ZN572","ZNF572"
"11615","VP35L","VPS35L"
"11616","RGPD4","RGPD4"
"11617","POGZ","POGZ"
"11618","MIER3","MIER3"
"11619","S46A3","SLC46A3"
"11620","CA2D4","CACNA2D4"
"11621","NT2NA","NOTCH2NLA"
"11622","OR2W3","OR2W3"
"11623","ZFY16","ZFYVE16"
"11624","MON2","MON2"
"11625","UBE3B","UBE3B"
"11626","ZN571","ZNF571"
"11627","K1C28","KRT28"
"11628","K1C27","KRT27"
"11629","K1C26","KRT26"
"11630","K1C25","KRT25"
"11631","RD3","RD3"
"11632","PIWL3","PIWIL3"
"11633","PIWL4","PIWIL4"
"11634","MYCPP","DENND4A"
"11635","TMC7","TMC7"
"11636","TMC6","TMC6"
"11637","TMC4","TMC4"
"11638","MYH14","MYH14"
"11639","CSMD3","CSMD3"
"11640","CSMD2","CSMD2"
"11641","TMPS9","TMPRSS9"
"11642","PEX26","PEX26"
"11643","NUFP2","NUFIP2"
"11644","KCNKI","KCNK18"
"11645","R144B","RNF144B"
"11646","SZRD1","SZRD1"
"11647","LFG1","GRINA"
"11648","MAVS","MAVS"
"11649","PK1L2","PKD1L2"
"11650","PK1L3","PKD1L3"
"11651","RASE","ERAS"
"11652","CP2U1","CYP2U1"
"11653","CLAP1","CLASP1"
"11654","BNIPL","BNIPL"
"11655","DHX29","DHX29"
"11656","NPHP3","NPHP3"
"11657","CR020","LINC00305"
"11658","LRP10","LRP10"
"11659","COMD6","COMMD6"
"11660","TRM11","TRMT11"
"11661","HDDC2","HDDC2"
"11662","ADM2","ADM2"
"11663","HAUS6","HAUS6"
"11664","PLGT3","POGLUT3"
"11665","F220A","FAM220A"
"11666","LIMS2","LIMS2"
"11667","GL6D1","GLT6D1"
"11668","TRI46","TRIM46"
"11669","COX8C","COX8C"
"11670","TT21B","TTC21B"
"11671","PPR42","PPP1R42"
"11672","RE114","REC114"
"11673","TRPM1","TRPM1"
"11674","P4HA3","P4HA3"
"11675","GDF7","GDF7"
"11676","HEAT3","HEATR3"
"11677","CF120","C6orf120"
"11678","KI21A","KIF21A"
"11679","SH2D6","SH2D6"
"11680","GLTL5","GALNTL5"
"11681","CFA91","CFAP91"
"11682","CF201","C6orf201"
"11683","ZN438","ZNF438"
"11684","HDGR2","HDGFL2"
"11685","DCXR","DCXR"
"11686","LYZL2","LYZL2"
"11687","KR193","KRTAP19-3"
"11688","AT5L2","ATP5MGL"
"11689","MDGA2","MDGA2"
"11690","BRAP","BRAP"
"11691","Z804A","ZNF804A"
"11692","SPT21","SPATA21"
"11693","EMSY","EMSY"
"11694","AKNA","AKNA"
"11695","PRS42","PRSS42P"
"11696","TAFA5","TAFA5"
"11697","TAFA3","TAFA3"
"11698","TAFA1","TAFA1"
"11699","RIC3","RIC3"
"11700","NANGN","NANOGNB"
"11701","GOGA7","GOLGA7"
"11702","RHG22","ARHGAP22"
"11703","VN1R5","VN1R5"
"11704","VN1R4","VN1R4"
"11705","DHI1L","HSD11B1L"
"11706","RAI1","RAI1"
"11707","ANKAR","ANKAR"
"11708","WAPL","WAPL"
"11709","VMO1","VMO1"
"11710","R3HCL","R3HCC1L"
"11711","C1QL2","C1QL2"
"11712","SPT19","SPATA19"
"11713","PODN","PODN"
"11714","I2BP2","IRF2BP2"
"11715","TMC3","TMC3"
"11716","AB12B","ABHD12B"
"11717","SDK1","SDK1"
"11718","DHB13","HSD17B13"
"11719","MUC19","MUC19"
"11720","CPEB2","CPEB2"
"11721","DPOLN","POLN"
"11722","AB1IP","APBB1IP"
"11723","TM144","TMEM144"
"11724","WDR53","WDR53"
"11725","PPR32","PPP1R32"
"11726","BN3D2","BCDIN3D"
"11727","BMP8A","BMP8A"
"11728","KCD20","KCTD20"
"11729","GP142","GPR142"
"11730","GP141","GPR141"
"11731","SNX20","SNX20"
"11732","CMKMT","CAMKMT"
"11733","ARHG8","NET1"
"11734","CEA19","CEACAM19"
"11735","ADCK2","ADCK2"
"11736","SPRE2","SPRED2"
"11737","SPRE1","SPRED1"
"11738","BTLA","BTLA"
"11739","CCD91","CCDC91"
"11740","SRGP1","SRGAP1"
"11741","RBBP6","RBBP6"
"11742","NECA2","NECAB2"
"11743","ANS1B","ANKS1B"
"11744","SPT12","SPATA12"
"11745","RHG30","ARHGAP30"
"11746","CE024","C5orf24"
"11747","SH3R1","SH3RF1"
"11748","GRASP","TAMALIN"
"11749","FGD2","FGD2"
"11750","FRMD5","FRMD5"
"11751","UBE3D","UBE3D"
"11752","SEN54","TSEN54"
"11753","THAP5","THAP5"
"11754","PTAR1","PTAR1"
"11755","NRARP","NRARP"
"11756","ARPIN","ARPIN"
"11757","PRRT2","PRRT2"
"11758","TCPR1","TECPR1"
"11759","RABEK","RABEPK"
"11760","FBX33","FBXO33"
"11761","MILR1","MILR1"
"11762","MTEF4","MTERF4"
"11763","RAB44","RAB44"
"11764","AP2D","TFAP2D"
"11765","ADAT2","ADAT2"
"11766","TMCO2","TMCO2"
"11767","DNJB7","DNAJB7"
"11768","PLPL5","PNPLA5"
"11769","HUWE1","HUWE1"
"11770","ANR37","ANKRD37"
"11771","PKHH3","PLEKHH3"
"11772","YTHD3","YTHDF3"
"11773","MRO2B","MROH2B"
"11774","S35E3","SLC35E3"
"11775","K2C1B","KRT77"
"11776","CNTRL","CNTRL"
"11777","CTU1","CTU1"
"11778","PXK","PXK"
"11779","FLIP1","FILIP1"
"11780","PIGW","PIGW"
"11781","DB132","DEFB132"
"11782","DB128","DEFB128"
"11783","STRA8","STRA8"
"11784","TAF8","TAF8"
"11785","VTCN1","VTCN1"
"11786","UB2Q1","UBE2Q1"
"11787","KHDC4","KHDC4"
"11788","RM55","MRPL55"
"11789","TARSH","ABI3BP"
"11790","CLNK","CLNK"
"11791","CPLX4","CPLX4"
"11792","VP13B","VPS13B"
"11793","CATIP","CATIP"
"11794","TMED4","TMED4"
"11795","RM10","MRPL10"
"11796","DPPA2","DPPA2"
"11797","LHPL4","LHFPL4"
"11798","CK2N1","CAMK2N1"
"11799","COXM1","CMC1"
"11800","ZN467","ZNF467"
"11801","CENPV","CENPV"
"11802","SLN11","SLFN11"
"11803","ZER1","ZER1"
"11804","CK096","C11orf96"
"11805","ZSCA2","ZSCAN2"
"11806","MEGF8","MEGF8"
"11807","AGRD2","ADGRD2"
"11808","B3GN8","B3GNT8"
"11809","GALT5","GALNT5"
"11810","T179B","TMEM179B"
"11811","RALYL","RALYL"
"11812","NPM2","NPM2"
"11813","PCGF5","PCGF5"
"11814","GALT7","GALNT7"
"11815","ANR23","ANKRD23"
"11816","DAZ4","DAZ4"
"11817","DPCA2","HMGN2P46"
"11818","S1A7A","S100A7A"
"11819","NEK8","NEK8"
"11820","LYG2","LYG2"
"11821","ZAR1","ZAR1"
"11822","PRNT","PRNT"
"11823","CEI","C5orf38"
"11824","AMGO2","AMIGO2"
"11825","DSG4","DSG4"
"11826","SCD5","SCD5"
"11827","MRGRG","MRGPRG"
"11828","MRGRE","MRGPRE"
"11829","GP149","GPR149"
"11830","PHLB2","PHLDB2"
"11831","AGRE4","ADGRE4P"
"11832","AGRG6","ADGRG6"
"11833","AGRA1","ADGRA1"
"11834","SDCG8","SDCCAG8"
"11835","DHDDS","DHDDS"
"11836","GLT10","GALNT10"
"11837","SYT9","SYT9"
"11838","ILDR1","ILDR1"
"11839","TEDC1","TEDC1"
"11840","GLRX5","GLRX5"
"11841","KTAS1","KTN1-AS1"
"11842","TPC6B","TRAPPC6B"
"11843","PP4P1","PIP4P1"
"11844","CLC14","CLEC14A"
"11845","SIM29","SMIM29"
"11846","CROL1","CROCCP2"
"11847","KAISO","ZBTB33"
"11848","TM11B","TMPRSS11B"
"11849","ZN605","ZNF605"
"11850","DAAM2","DAAM2"
"11851","NBPFB","NBPF11"
"11852","UBP37","USP37"
"11853","K1328","KIAA1328"
"11854","RN180","RNF180"
